Country,year,Age,nmxM,nmxF,nmxB,lxB,start_year,end_year,lx,Female,np20_period
China,2016,85,0.14682945,0.103063133,0.120147417,341.3195037,2015,2017,435.2839604,1,0.43528396
China,2016,86,0.162016217,0.114273413,0.132362493,302.6347818,2015,2017,220.5666433,0,0.220566643
China,2016,86,0.162016217,0.114273413,0.132362493,302.6347818,2015,2017,392.6207344,1,0.392620734
China,2016,87,0.179016383,0.126459047,0.145726713,265.063783,2015,2017,187.5091918,0,0.187509192
China,2016,87,0.179016383,0.126459047,0.145726713,265.063783,2015,2017,350.1795712,1,0.350179571
China,2016,88,0.1985885,0.140127313,0.1608076,229.0602476,2015,2017,156.6996783,0,0.156699678
China,2016,88,0.1985885,0.140127313,0.1608076,229.0602476,2015,2017,308.5296981,1,0.308529698
China,2016,89,0.22141023,0.155939057,0.178149397,194.966857,2015,2017,128.3917398,0,0.12839174
China,2016,89,0.22141023,0.155939057,0.178149397,194.966857,2015,2017,268.1270198,1,0.26812702
China,2016,90,0.248114757,0.174798377,0.198402247,163.0744368,2015,2017,102.7978677,0,0.102797868
China,2016,90,0.248114757,0.174798377,0.198402247,163.0744368,2015,2017,229.3397689,1,0.229339769
US,2016,20,0.001173333,0.000423333,0.000811513,1000,2015,2017,1000,0,1
US,2016,20,0.001173333,0.000423333,0.000811513,1000,2015,2017,1000,1,1
US,2016,21,0.001316667,0.000476667,0.000911747,999.1888158,2015,2017,998.8273546,0,0.998827355
US,2016,21,0.001316667,0.000476667,0.000911747,999.1888158,2015,2017,999.5767563,1,0.999576756
US,2016,22,0.001383333,0.000493333,0.00095453,998.2782239,2015,2017,997.5130972,0,0.997513097
US,2016,22,0.001383333,0.000493333,0.00095453,998.2782239,2015,2017,999.1004049,1,0.999100405
US,2016,23,0.001446667,0.000523333,0.00100176,997.3257919,2015,2017,996.1341578,0,0.996134158
US,2016,23,0.001446667,0.000523333,0.00100176,997.3257919,2015,2017,998.6076369,1,0.998607637
US,2016,24,0.00151,0.000536667,0.001040797,996.327211,2015,2017,994.6941253,0,0.994694125
US,2016,24,0.00151,0.000536667,0.001040797,996.327211,2015,2017,998.0851689,1,0.998085169
US,2016,25,0.001556667,0.000593333,0.001092043,995.2907763,2015,2017,993.1932704,0,0.99319327
US,2016,25,0.001556667,0.000593333,0.001092043,995.2907763,2015,2017,997.5496736,1,0.997549674
US,2016,26,0.001563333,6.00E-04,0.001098593,994.2044688,2015,2017,991.6484019,0,0.991648402
US,2016,26,0.001563333,6.00E-04,0.001098593,994.2044688,2015,2017,996.9579696,1,0.99695797
US,2016,27,0.00164,0.000666667,0.001170367,993.112842,2015,2017,990.0993358,0,0.990099336
US,2016,27,0.00164,0.000666667,0.001170367,993.112842,2015,2017,996.3599743,1,0.996359974
US,2016,28,0.001693333,0.000706667,0.0012171,991.9512156,2015,2017,988.4769033,0,0.988476903
US,2016,28,0.001693333,0.000706667,0.0012171,991.9512156,2015,2017,995.6959556,1,0.995695956
US,2016,29,0.00172,0.00072,0.00123712,990.7446461,2015,2017,986.8044983,0,0.986804498
US,2016,29,0.00172,0.00072,0.00123712,990.7446461,2015,2017,994.992579,1,0.994992579
US,2016,30,0.001716667,0.000783333,0.001265683,989.5197337,2015,2017,985.108653,0,0.985108653
US,2016,30,0.001716667,0.000783333,0.001265683,989.5197337,2015,2017,994.2764422,1,0.994276442
US,2016,31,0.00178,0.000836667,0.001323817,988.2681072,2015,2017,983.4190001,0,0.983419
US,2016,31,0.00178,0.000836667,0.001323817,988.2681072,2015,2017,993.4978972,1,0.993497897
US,2016,32,0.001873333,0.000903333,0.0014038,986.9606868,2015,2017,981.6700709,0,0.981670071
US,2016,32,0.001873333,0.000903333,0.0014038,986.9606868,2015,2017,992.6670182,1,0.992667018
US,2016,33,0.001913333,0.000946667,0.001444923,985.5761631,2015,2017,979.8327965,0,0.979832797
US,2016,33,0.001913333,0.000946667,0.001444923,985.5761631,2015,2017,991.7707138,1,0.991770714
US,2016,34,0.001986667,0.000993333,0.001504863,984.1531093,2015,2017,977.9598415,0,0.977959842
US,2016,34,0.001986667,0.000993333,0.001504863,984.1531093,2015,2017,990.8322818,1,0.990832282
US,2016,35,0.002026667,0.001046667,0.001550853,982.6732069,2015,2017,976.0188893,0,0.976018889
US,2016,35,0.002026667,0.001046667,0.001550853,982.6732069,2015,2017,989.8485436,1,0.989848544
US,2016,36,0.002076667,0.00112,0.00161176,981.1504057,2015,2017,974.0428268,0,0.974042827
US,2016,36,0.002076667,0.00112,0.00161176,981.1504057,2015,2017,988.813044,1,0.988813044
US,2016,37,0.002163333,0.001173333,0.001681723,979.5703001,2015,2017,972.0221627,0,0.972022163
US,2016,37,0.002163333,0.001173333,0.001681723,979.5703001,2015,2017,987.7061933,1,0.987706193
US,2016,38,0.002216667,0.001236667,0.00173954,977.9243179,2015,2017,969.9216268,0,0.969921627
US,2016,38,0.002216667,0.001236667,0.00173954,977.9243179,2015,2017,986.5479642,1,0.986547964
US,2016,39,0.002306667,0.001293333,0.00181294,976.2246577,2015,2017,967.7740141,0,0.967774014
US,2016,39,0.002306667,0.001293333,0.00181294,976.2246577,2015,2017,985.3286871,1,0.985328687
US,2016,40,0.002373333,0.00139,0.001893923,974.4564238,2015,2017,965.5442537,0,0.965544254
US,2016,40,0.002373333,0.00139,0.001893923,974.4564238,2015,2017,984.0551522,1,0.984055152
US,2016,41,0.002496667,0.001473333,0.00199737,972.6126241,2015,2017,963.2554114,0,0.963255411
US,2016,41,0.002496667,0.001473333,0.00199737,972.6126241,2015,2017,982.6882655,1,0.982688266
US,2016,42,0.002596667,0.001623333,0.00212125,970.671895,2015,2017,960.8534822,0,0.960853482
US,2016,42,0.002596667,0.001623333,0.00212125,970.671895,2015,2017,981.241504,1,0.981241504
US,2016,43,0.002813333,0.001736667,0.0022868,968.6150388,2015,2017,958.3617011,0,0.958361701
US,2016,43,0.002813333,0.001736667,0.0022868,968.6150388,2015,2017,979.6499138,1,0.979649914
US,2016,44,0.00301,0.001863333,0.00244869,966.4025397,2015,2017,955.6692975,0,0.955669298
US,2016,44,0.00301,0.001863333,0.00244869,966.4025397,2015,2017,977.9500644,1,0.977950064
US,2016,45,0.003253333,0.002046667,0.002662253,964.0390132,2015,2017,952.7970557,0,0.952797056
US,2016,45,0.003253333,0.002046667,0.002662253,964.0390132,2015,2017,976.1295136,1,0.976129514
US,2016,46,0.003523333,0.00223,0.002889313,961.475909,2015,2017,949.7023233,0,0.949702323
US,2016,46,0.003523333,0.00223,0.002889313,961.475909,2015,2017,974.1337442,1,0.974133744
US,2016,47,0.00379,0.00239,0.003102893,958.7019113,2015,2017,946.3620899,0,0.94636209
US,2016,47,0.00379,0.00239,0.003102893,958.7019113,2015,2017,971.9638454,1,0.971963845
US,2016,48,0.004113333,0.002636667,0.003387323,955.7317695,2015,2017,942.7821615,0,0.942782162
US,2016,48,0.004113333,0.002636667,0.003387323,955.7317695,2015,2017,969.6436245,1,0.969643624
US,2016,49,0.00454,0.002893333,0.003728743,952.4998707,2015,2017,938.9121436,0,0.938912144
US,2016,49,0.00454,0.002893333,0.003728743,952.4998707,2015,2017,967.0903635,1,0.967090364
US,2016,50,0.004996667,0.00318,0.00409963,948.9548524,2015,2017,934.6591368,0,0.934659137
US,2016,50,0.004996667,0.00318,0.00409963,948.9548524,2015,2017,964.2962908,1,0.964296291
US,2016,51,0.00551,0.00347,0.004500703,945.0724469,2015,2017,930.0005952,0,0.930000595
US,2016,51,0.00551,0.00347,0.004500703,945.0724469,2015,2017,961.2346966,1,0.961234697
US,2016,52,0.00602,0.00379,0.004914563,940.8285065,2015,2017,924.8903706,0,0.924890371
US,2016,52,0.00602,0.00379,0.004914563,940.8285065,2015,2017,957.9049892,1,0.957904989
US,2016,53,0.006623333,0.004126667,0.005383367,936.2160793,2015,2017,919.3392395,0,0.919339239
US,2016,53,0.006623333,0.004126667,0.005383367,936.2160793,2015,2017,954.281396,1,0.954281396
US,2016,54,0.00725,0.004453333,0.005858367,931.1896145,2015,2017,913.2702477,0,0.913270248
US,2016,54,0.00725,0.004453333,0.005858367,931.1896145,2015,2017,950.3515034,1,0.950351503
US,2016,55,0.00788,0.00483,0.006359553,925.750297,2015,2017,906.6729536,0,0.906672954
US,2016,55,0.00788,0.00483,0.006359553,925.750297,2015,2017,946.1286743,1,0.946128674
US,2016,56,0.00844,0.005216667,0.006829147,919.8815998,2015,2017,899.5564099,0,0.89955641
US,2016,56,0.00844,0.005216667,0.006829147,919.8815998,2015,2017,941.5698822,1,0.941569882
US,2016,57,0.00926,0.005646667,0.00744711,913.6209708,2015,2017,891.9960585,0,0.891996058
US,2016,57,0.00926,0.005646667,0.00744711,913.6209708,2015,2017,936.6708044,1,0.936670804
US,2016,58,0.009916667,0.00603,0.00795565,906.8423754,2015,2017,883.774242,0,0.883774242
US,2016,58,0.009916667,0.00603,0.00795565,906.8423754,2015,2017,931.3966274,1,0.931396627
US,2016,59,0.010786667,0.006446667,0.00858289,899.6564393,2015,2017,875.0533883,0,0.875053388
US,2016,59,0.010786667,0.006446667,0.00858289,899.6564393,2015,2017,925.797188,1,0.925797188
US,2016,60,0.011533333,0.00689,0.009166183,891.9677825,2015,2017,865.6651132,0,0.865665113
US,2016,60,0.011533333,0.00689,0.009166183,891.9677825,2015,2017,919.8480582,1,0.919848058
US,2016,61,0.012413333,0.007326667,0.00981576,883.8291424,2015,2017,855.7383532,0,0.855738353
US,2016,61,0.012413333,0.007326667,0.00981576,883.8291424,2015,2017,913.5320637,1,0.913532064
US,2016,62,0.013293333,0.007923333,0.01054682,875.1960578,2015,2017,845.1813118,0,0.845181312
US,2016,62,0.013293333,0.007923333,0.01054682,875.1960578,2015,2017,906.8633485,1,0.906863348
US,2016,63,0.0144,0.008516667,0.011381473,866.0139435,2015,2017,834.020219,0,0.834020219
US,2016,63,0.0144,0.008516667,0.011381473,866.0139435,2015,2017,899.7063216,1,0.899706322
US,2016,64,0.015266667,0.00914,0.01211118,856.2132024,2015,2017,822.0961809,0,0.822096181
US,2016,64,0.015266667,0.00914,0.01211118,856.2132024,2015,2017,892.0763139,1,0.892076314
US,2016,65,0.016173333,0.009793333,0.012879003,845.9058672,2015,2017,809.6405902,0,0.80964059
US,2016,65,0.016173333,0.009793333,0.012879003,845.9058672,2015,2017,883.9598288,1,0.883959829
US,2016,66,0.016996667,0.010486667,0.013626997,835.0811485,2015,2017,796.6510452,0,0.796651045
US,2016,66,0.016996667,0.010486667,0.013626997,835.0811485,2015,2017,875.345099,1,0.875345099
US,2016,67,0.018156667,0.011496667,0.014700473,823.7785109,2015,2017,783.2247342,0,0.783224734
US,2016,67,0.018156667,0.011496667,0.014700473,823.7785109,2015,2017,866.2135266,1,0.866213527
US,2016,68,0.01941,0.012566667,0.0158501,811.7569383,2015,2017,769.131923,0,0.769131923
US,2016,68,0.01941,0.012566667,0.0158501,811.7569383,2015,2017,856.3118764,1,0.856311876
US,2016,69,0.0211,0.013853333,0.01732009,798.991675,2015,2017,754.3465643,0,0.754346564
US,2016,69,0.0211,0.013853333,0.01732009,798.991675,2015,2017,845.6180831,1,0.845618083
US,2016,70,0.022633333,0.015113333,0.018700497,785.2718813,2015,2017,738.59602,0,0.73859602
US,2016,70,0.022633333,0.015113333,0.018700497,785.2718813,2015,2017,833.9840391,1,0.833984039
US,2016,71,0.02506,0.01658,0.020606353,770.7229433,2015,2017,722.0661927,0,0.722066193
US,2016,71,0.02506,0.01658,0.020606353,770.7229433,2015,2017,821.4742923,1,0.821474292
US,2016,72,0.027183333,0.01856,0.022625433,755.0031181,2015,2017,704.1951382,0,0.704195138
US,2016,72,0.027183333,0.01856,0.022625433,755.0031181,2015,2017,807.9662304,1,0.80796623
US,2016,73,0.029893333,0.020413333,0.02483723,738.1119307,2015,2017,685.3094549,0,0.685309455
US,2016,73,0.029893333,0.020413333,0.02483723,738.1119307,2015,2017,793.1082591,1,0.793108259
US,2016,74,0.032576667,0.022286667,0.027017593,720.0041484,2015,2017,665.1249618,0,0.665124962
US,2016,74,0.032576667,0.022286667,0.027017593,720.0041484,2015,2017,777.081852,1,0.777081852
US,2016,75,0.035506667,0.024633333,0.029548327,700.8106502,2015,2017,643.8046795,0,0.64380468
US,2016,75,0.035506667,0.024633333,0.029548327,700.8106502,2015,2017,759.9541475,1,0.759954148
US,2016,76,0.03859,0.026793333,0.032067213,680.4043542,2015,2017,621.344072,0,0.621344072
US,2016,76,0.03859,0.026793333,0.032067213,680.4043542,2015,2017,741.4617089,1,0.741461709
US,2016,77,0.042446667,0.02994,0.035522183,658.929994,2015,2017,597.8202956,0,0.597820296
US,2016,77,0.042446667,0.02994,0.035522183,658.929994,2015,2017,721.8581012,1,0.721858101
US,2016,78,0.04631,0.033153333,0.039031117,635.9318344,2015,2017,572.9721767,0,0.572972177
US,2016,78,0.04631,0.033153333,0.039031117,635.9318344,2015,2017,700.5644358,1,0.700564436
US,2016,79,0.051373333,0.036976667,0.04335995,611.5858306,2015,2017,547.0383333,0,0.547038333
US,2016,79,0.051373333,0.036976667,0.04335995,611.5858306,2015,2017,677.7171219,1,0.677717122
US,2016,80,0.056843333,0.041406667,0.048137097,585.6302166,2015,2017,519.6389495,0,0.519638949
US,2016,80,0.056843333,0.041406667,0.048137097,585.6302166,2015,2017,653.1123038,1,0.653112304
US,2016,81,0.063013333,0.04571,0.053116217,558.1022368,2015,2017,490.9172578,0,0.490917258
US,2016,81,0.063013333,0.04571,0.053116217,558.1022368,2015,2017,626.6176285,1,0.626617628
US,2016,82,0.069646667,0.05164,0.059215,529.2248853,2015,2017,460.9277931,0,0.460927793
US,2016,82,0.069646667,0.05164,0.059215,529.2248853,2015,2017,598.6149382,1,0.598614938
US,2016,83,0.077593333,0.057976667,0.066080477,498.787994,2015,2017,429.9059913,0,0.429905991
US,2016,83,0.077593333,0.057976667,0.066080477,498.787994,2015,2017,568.4805331,1,0.568480533
US,2016,84,0.087323333,0.0662,0.074766977,466.8820264,2015,2017,397.793991,0,0.397793991
US,2016,84,0.087323333,0.0662,0.074766977,466.8820264,2015,2017,536.4504261,1,0.536450426
US,2016,85,0.097703333,0.075993333,0.0846402,433.2326017,2015,2017,364.5105061,0,0.364510506
US,2016,85,0.097703333,0.075993333,0.0846402,433.2326017,2015,2017,502.075227,1,0.502075227
US,2016,86,0.110226667,0.08587,0.0953654,398.0525317,2015,2017,330.5553792,0,0.330555379
US,2016,86,0.110226667,0.08587,0.0953654,398.0525317,2015,2017,465.317527,1,0.465317527
US,2016,87,0.124519997,0.097166667,0.107527897,361.8197688,2015,2017,296.0225793,0,0.296022579
US,2016,87,0.124519997,0.097166667,0.107527897,361.8197688,2015,2017,427.0056322,1,0.427005632
US,2016,88,0.13927667,0.109026667,0.12009763,324.8990535,2015,2017,261.3222887,0,0.261322289
US,2016,88,0.13927667,0.109026667,0.12009763,324.8990535,2015,2017,387.4372806,1,0.387437281
US,2016,89,0.15676,0.12235,0.13448149,288.0897993,2015,2017,227.2957426,0,0.227295743
US,2016,89,0.15676,0.12235,0.13448149,288.0897993,2015,2017,347.3799443,1,0.347379944
US,2016,90,0.176036667,0.13937,0.15182869,251.788013,2015,2017,194.2546248,0,0.194254625
US,2016,90,0.176036667,0.13937,0.15182869,251.788013,2015,2017,307.3281751,1,0.307328175
Mexico,2016,20,0.001977763,0.00060153,0.001293747,1000,2015,2017,1000,0,1
Mexico,2016,20,0.001977763,0.00060153,0.001293747,1000,2015,2017,1000,1,1
Mexico,2016,21,0.002117457,0.000624127,0.001372647,998.7070897,2015,2017,998.0241905,0,0.998024191
Mexico,2016,21,0.002117457,0.000624127,0.001372647,998.7070897,2015,2017,999.3986509,1,0.999398651
Mexico,2016,22,0.002212027,0.000644057,0.001426973,997.3371579,2015,2017,995.9131525,0,0.995913153
Mexico,2016,22,0.002212027,0.000644057,0.001426973,997.3371579,2015,2017,998.7750941,1,0.998775094
Mexico,2016,23,0.002281277,0.00066312,0.001468077,995.9149991,2015,2017,993.7125999,0,0.9937126
Mexico,2016,23,0.002281277,0.00066312,0.001468077,995.9149991,2015,2017,998.1320334,1,0.998132033
Mexico,2016,24,0.00233914,0.000682223,0.001503697,994.453992,2015,2017,991.4482494,0,0.991448249
Mexico,2016,24,0.00233914,0.000682223,0.001503697,994.453992,2015,2017,997.4703715,1,0.997470371
Mexico,2016,25,0.002396593,0.000701927,0.001539693,992.9597583,2015,2017,989.1318223,0,0.989131822
Mexico,2016,25,0.002396593,0.000701927,0.001539693,992.9597583,2015,2017,996.790106,1,0.996790106
Mexico,2016,26,0.00245777,0.00072227,0.001578263,991.4320808,2015,2017,986.7641128,0,0.986764113
Mexico,2016,26,0.00245777,0.00072227,0.001578263,991.4320808,2015,2017,996.0906779,1,0.996090678
Mexico,2016,27,0.002523853,0.0007432,0.001619657,989.8685737,2015,2017,984.3418503,0,0.98434185
Mexico,2016,27,0.002523853,0.0007432,0.001619657,989.8685737,2015,2017,995.3714912,1,0.995371491
Mexico,2016,28,0.002594873,0.000765203,0.0016627,988.2666238,2015,2017,981.8606469,0,0.981860647
Mexico,2016,28,0.002594873,0.000765203,0.0016627,988.2666238,2015,2017,994.6320059,1,0.994632006
Mexico,2016,29,0.002670213,0.00078911,0.001706467,986.6247978,2015,2017,979.3161442,0,0.979316144
Mexico,2016,29,0.002670213,0.00078911,0.001706467,986.6247978,2015,2017,993.8712013,1,0.993871201
Mexico,2016,30,0.002749507,0.000816433,0.00175204,984.9425908,2015,2017,976.7046478,0,0.976704648
Mexico,2016,30,0.002749507,0.000816433,0.00175204,984.9425908,2015,2017,993.0872369,1,0.993087237
Mexico,2016,31,0.002832233,0.000849067,0.001801473,983.2184424,2015,2017,974.0228787,0,0.974022879
Mexico,2016,31,0.002832233,0.000849067,0.001801473,983.2184424,2015,2017,992.2767782,1,0.992276778
Mexico,2016,32,0.002919043,0.000888833,0.001857223,981.4487945,2015,2017,971.2681197,0,0.97126812
Mexico,2016,32,0.002919043,0.000888833,0.001857223,981.4487945,2015,2017,991.4346266,1,0.991434627
Mexico,2016,33,0.00301134,0.00093765,0.001920723,979.627716,2015,2017,968.4370779,0,0.968437078
Mexico,2016,33,0.00301134,0.00093765,0.001920723,979.627716,2015,2017,990.5537979,1,0.990553798
Mexico,2016,34,0.003112187,0.00099686,0.001993633,977.7479275,2015,2017,965.525169,0,0.965525169
Mexico,2016,34,0.003112187,0.00099686,0.001993633,977.7479275,2015,2017,989.6254404,1,0.98962544
Mexico,2016,35,0.003226077,0.00106762,0.00207938,975.8005978,2015,2017,962.524943,0,0.962524943
Mexico,2016,35,0.003226077,0.00106762,0.00207938,975.8005978,2015,2017,988.6394138,1,0.988639414
Mexico,2016,36,0.00335747,0.001150567,0.00218121,973.7736449,2015,2017,959.4247645,0,0.959424764
Mexico,2016,36,0.00335747,0.001150567,0.00218121,973.7736449,2015,2017,987.5844857,1,0.987584486
Mexico,2016,37,0.003510953,0.001245977,0.002301763,971.651954,2015,2017,956.2089232,0,0.956208923
Mexico,2016,37,0.003510953,0.001245977,0.002301763,971.651954,2015,2017,986.4488573,1,0.986448857
Mexico,2016,38,0.003687907,0.001353903,0.002440727,969.4180122,2015,2017,952.8576014,0,0.952857601
Mexico,2016,38,0.003687907,0.001353903,0.002440727,969.4180122,2015,2017,985.2205302,1,0.98522053
Mexico,2016,39,0.003886917,0.001474037,0.002596827,967.0548118,2015,2017,949.3500193,0,0.949350019
Mexico,2016,39,0.003886917,0.001474037,0.002596827,967.0548118,2015,2017,983.8875392,1,0.983887539
Mexico,2016,40,0.00410274,0.00160582,0.00276815,964.5467945,2015,2017,945.6671325,0,0.945667132
Mexico,2016,40,0.00410274,0.00160582,0.00276815,964.5467945,2015,2017,982.438321,1,0.982438321
Mexico,2016,41,0.00432665,0.001748367,0.002950467,961.8804747,2015,2017,941.7952488,0,0.941795249
Mexico,2016,41,0.00432665,0.001748367,0.002950467,961.8804747,2015,2017,980.8619676,1,0.980861968
Mexico,2016,42,0.004551943,0.00190139,0.003140017,959.0466589,2015,2017,937.7292265,0,0.937729226
Mexico,2016,42,0.004551943,0.00190139,0.003140017,959.0466589,2015,2017,979.1485591,1,0.979148559
Mexico,2016,43,0.0047747,0.002065177,0.003334,956.039957,2015,2017,933.4704291,0,0.933470429
Mexico,2016,43,0.0047747,0.002065177,0.003334,956.039957,2015,2017,977.2885841,1,0.977288584
Mexico,2016,44,0.004998277,0.002241887,0.003534593,952.8578244,2015,2017,929.024003,0,0.929024003
Mexico,2016,44,0.004998277,0.002241887,0.003534593,952.8578244,2015,2017,975.2723924,1,0.975272392
Mexico,2016,45,0.005233617,0.002435477,0.003749297,949.4958011,2015,2017,924.3920599,0,0.92439206
Mexico,2016,45,0.005233617,0.002435477,0.003749297,949.4958011,2015,2017,973.0883903,1,0.97308839
Mexico,2016,46,0.005495243,0.002651313,0.003988053,945.9425209,2015,2017,919.566773,0,0.919566773
Mexico,2016,46,0.005495243,0.002651313,0.003988053,945.9425209,2015,2017,970.7213387,1,0.970721339
Mexico,2016,47,0.00580072,0.002896197,0.004262613,942.1775591,2015,2017,914.5273762,0,0.914527376
Mexico,2016,47,0.00580072,0.002896197,0.004262613,942.1775591,2015,2017,968.1510596,1,0.96815106
Mexico,2016,48,0.006164053,0.00317594,0.00458243,938.1699619,2015,2017,909.2378006,0,0.909237801
Mexico,2016,48,0.006164053,0.00317594,0.00458243,938.1699619,2015,2017,965.3511583,1,0.965351158
Mexico,2016,49,0.006594113,0.00349537,0.004954133,933.8806913,2015,2017,903.6504308,0,0.903650431
Mexico,2016,49,0.006594113,0.00349537,0.004954133,933.8806913,2015,2017,962.2901217,1,0.962290122
Mexico,2016,50,0.007094237,0.003856723,0.005380333,929.2655539,2015,2017,897.7112393,0,0.897711239
Mexico,2016,50,0.007094237,0.003856723,0.005380333,929.2655539,2015,2017,958.9324299,1,0.95893243
Mexico,2016,51,0.00765965,0.00425915,0.005858313,924.2792095,2015,2017,891.3651735,0,0.891365174
Mexico,2016,51,0.00765965,0.00425915,0.005858313,924.2792095,2015,2017,955.2412108,1,0.955241211
Mexico,2016,52,0.008283053,0.004700833,0.006384343,918.8803065,2015,2017,884.5636768,0,0.884563677
Mexico,2016,52,0.008283053,0.004700833,0.006384343,918.8803065,2015,2017,951.181341,1,0.951181341
Mexico,2016,53,0.00895527,0.00517895,0.00695338,913.0325263,2015,2017,877.267008,0,0.877267008
Mexico,2016,53,0.00895527,0.00517895,0.00695338,913.0325263,2015,2017,946.7204809,1,0.946720481
Mexico,2016,54,0.00966806,0.005692587,0.007560923,906.7058601,2015,2017,869.4458653,0,0.869445865
Mexico,2016,54,0.00966806,0.005692587,0.007560923,906.7058601,2015,2017,941.8301264,1,0.941830126
Mexico,2016,55,0.010416953,0.00624345,0.008204987,899.876146,2015,2017,861.0804492,0,0.861080449
Mexico,2016,55,0.010416953,0.00624345,0.008204987,899.876146,2015,2017,936.4838937,1,0.936483894
Mexico,2016,56,0.01119967,0.00683539,0.008886187,892.5228411,2015,2017,852.1570915,0,0.852157091
Mexico,2016,56,0.01119967,0.00683539,0.008886187,892.5228411,2015,2017,930.6551989,1,0.930655199
Mexico,2016,57,0.012018577,0.007474763,0.009609367,884.6267994,2015,2017,842.6663598,0,0.84266636
Mexico,2016,57,0.012018577,0.007474763,0.009609367,884.6267994,2015,2017,924.3154749,1,0.924315475
Mexico,2016,58,0.012877667,0.00816723,0.010379243,876.166744,2015,2017,832.599206,0,0.832599206
Mexico,2016,58,0.012877667,0.00816723,0.010379243,876.166744,2015,2017,917.4321611,1,0.917432161
Mexico,2016,59,0.013784623,0.00891713,0.01120141,867.1197467,2015,2017,821.945866,0,0.821945866
Mexico,2016,59,0.013784623,0.00891713,0.01120141,867.1197467,2015,2017,909.9697552,1,0.909969755
Mexico,2016,60,0.014749243,0.009726837,0.012082327,857.4608793,2015,2017,810.6932087,0,0.810693209
Mexico,2016,60,0.014749243,0.009726837,0.012082327,857.4608793,2015,2017,901.8914542,1,0.901891454
Mexico,2016,61,0.01578388,0.01059608,0.013028333,847.1629683,2015,2017,798.8236309,0,0.798823631
Mexico,2016,61,0.01578388,0.01059608,0.013028333,847.1629683,2015,2017,893.1613614,1,0.893161361
Mexico,2016,62,0.01690442,0.011525847,0.014047,836.197279,2015,2017,786.3138212,0,0.786313821
Mexico,2016,62,0.01690442,0.011525847,0.014047,836.197279,2015,2017,883.7472286,1,0.883747229
Mexico,2016,63,0.018125753,0.012519647,0.015146143,824.533139,2015,2017,773.1330488,0,0.773133049
Mexico,2016,63,0.018125753,0.012519647,0.015146143,824.533139,2015,2017,873.619658,1,0.873619658
Mexico,2016,64,0.019465717,0.013586517,0.01633847,812.1385073,2015,2017,759.2452929,0,0.759245293
Mexico,2016,64,0.019465717,0.013586517,0.01633847,812.1385073,2015,2017,862.7502889,1,0.862750289
Mexico,2016,65,0.020940037,0.014743107,0.017639943,798.9769267,2015,2017,744.608497,0,0.744608497
Mexico,2016,65,0.020940037,0.014743107,0.017639943,798.9769267,2015,2017,851.1076095,1,0.851107609
Mexico,2016,66,0.022562713,0.016009787,0.019067987,785.00624,2015,2017,729.1779261,0,0.729177926
Mexico,2016,66,0.022562713,0.016009787,0.019067987,785.00624,2015,2017,838.6514604,1,0.83865146
Mexico,2016,67,0.024349677,0.017410853,0.020643477,770.1791133,2015,2017,712.9092266,0,0.712909227
Mexico,2016,67,0.024349677,0.017410853,0.020643477,770.1791133,2015,2017,825.3314546,1,0.825331455
Mexico,2016,68,0.02631315,0.018968547,0.02238436,754.4423693,2015,2017,695.7589197,0,0.69575892
Mexico,2016,68,0.02631315,0.018968547,0.02238436,754.4423693,2015,2017,811.0857447,1,0.811085745
Mexico,2016,69,0.02846861,0.020699507,0.02430613,737.7415779,2015,2017,677.6890485,0,0.677689048
Mexico,2016,69,0.02846861,0.020699507,0.02430613,737.7415779,2015,2017,795.8451726,1,0.795845173
Mexico,2016,70,0.030831063,0.02261514,0.02642026,720.025243,2015,2017,658.6669496,0,0.65866695
Mexico,2016,70,0.030831063,0.02261514,0.02642026,720.025243,2015,2017,779.5403214,1,0.779540321
Mexico,2016,71,0.033411757,0.024716723,0.028731747,701.2500121,2015,2017,638.667844,0,0.638667844
Mexico,2016,71,0.033411757,0.024716723,0.028731747,701.2500121,2015,2017,762.1080248,1,0.762108025
Mexico,2016,72,0.03622677,0.027006273,0.0312485,681.3872208,2015,2017,617.6794588,0,0.617679459
Mexico,2016,72,0.03622677,0.027006273,0.0312485,681.3872208,2015,2017,743.5011619,1,0.743501162
Mexico,2016,73,0.039286967,0.029492007,0.033979407,660.422451,2015,2017,595.7010309,0,0.595701031
Mexico,2016,73,0.039286967,0.029492007,0.033979407,660.422451,2015,2017,723.6894861,1,0.723689486
Mexico,2016,74,0.04260655,0.032194713,0.03694341,638.3565805,2015,2017,572.7486098,0,0.57274861
Mexico,2016,74,0.04260655,0.032194713,0.03694341,638.3565805,2015,2017,702.6565822,1,0.702656582
Mexico,2016,75,0.046557587,0.036165473,0.040884887,615.2012305,2015,2017,548.8547843,0,0.548854784
Mexico,2016,75,0.046557587,0.036165473,0.040884887,615.2012305,2015,2017,680.3931376,1,0.680393138
Mexico,2016,76,0.050875067,0.04062605,0.04526121,590.5526746,2015,2017,523.8827489,0,0.523882749
Mexico,2016,76,0.050875067,0.04062605,0.04526121,590.5526746,2015,2017,656.2234518,1,0.656223452
Mexico,2016,77,0.05559297,0.045636867,0.050120557,564.4150561,2015,2017,497.8913366,0,0.497891337
Mexico,2016,77,0.05559297,0.045636867,0.050120557,564.4150561,2015,2017,630.0944442,1,0.630094444
Mexico,2016,78,0.06074845,0.051265807,0.05551889,536.8178529,2015,2017,470.9606567,0,0.470960657
